Model,Brand,Price ($),Price Range,Year,Exterior color,Interior color,Seats,Range (mi),Fast Charging L3 (minutes),Mileage (mi),Performance (HP),Charging type,Battery Size (kWh),Battery Warranty (months),Battery Warranty (miles),VIN,URL
3 Series330E Sedan,BMW,34650.0,Medium,2023.0,MINERAL WHITE METALLIC,BLACK,5.0,23.0,30.0,15300.0,180.0,SAE CCS DC fast charge connector,12.0,96.0,100000.0,3MW39FF01P8D22334,https://ev.com/vehicle/gfrrya
3 Series330E Sedan,BMW,33056.0,Medium,2023.0,BLACK SAPPHIRE METALLIC,BLACK,5.0,23.0,30.0,12754.0,180.0,SAE CCS DC fast charge connector,12.0,96.0,100000.0,3MW39FF08P8D62913,https://ev.com/vehicle/y9vis8
3 Series330E Sedan,BMW,30056.0,Low,2023.0,ALPINE WHITE,TACORA RED,5.0,23.0,30.0,20444.0,180.0,SAE CCS DC fast charge connector,12.0,96.0,100000.0,3MW39FF05P8C83859,https://ev.com/vehicle/lavgua
530E,BMW,32056.0,Medium,2022.0,(Alpine White,Black Perforated SensaTec),5.0,21.0,30.0,21562.0,181.0,SAE CCS DC fast charge connector,11.0,96.0,100000.0,WBA13AG09NCK02457,https://ev.com/vehicle/y8shwd
530E,BMW,36545.0,Medium,2023.0,SKYSCRAPER GREY METALLIC,COGNAC,5.0,21.0,30.0,11928.0,181.0,SAE CCS DC fast charge connector,11.0,96.0,100000.0,WBA13AG0XPCM67892,https://ev.com/vehicle/qximuw
I5Edrive40,BMW,63535.0,High,2024.0,Black Sapphire Metallic,Black Perforated Veganza,5.0,295.0,30.0,12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY33FK03RCR02365,https://ev.com/vehicle/cblonx
I5Edrive40,BMW,62035.0,High,2024.0,Black Sapphire Metallic,Black Perforated Veganza,5.0,295.0,30.0,12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY33FK04RCR81612,https://ev.com/vehicle/utae2m
Ixxdrive50,BMW,37556.0,Medium,2022.0,(Alpine White),(Amido Perforated Leather),5.0,324.0,35.0,25181.0,516.0,SAE CCS DC fast charge connector,111.5,96.0,100000.0,WB523CF0XNCJ86737,https://ev.com/vehicle/i8idls
3 Series330E Sedan,BMW,24946.0,Low,2022.0,(Mineral White Metallic),(Canberra Beige Perforated Sens),5.0,23.0,30.0,30035.0,180.0,SAE CCS DC fast charge connector,12.0,96.0,100000.0,3MW5P7J04N8C30403,https://ev.com/vehicle/xghybc
3 Series330E Sedan,BMW,21056.0,Low,2022.0,Oxide Grey met),(Cognac Perforated SensaTec),5.0,23.0,30.0,36375.0,180.0,SAE CCS DC fast charge connector,12.0,96.0,100000.0,WBA5P7C03NFL92866,https://ev.com/vehicle/hjcitl
3 Series330E Sedan,BMW,24056.0,Low,2022.0,MINERAL WHITE,TACORA RED,5.0,23.0,30.0,27116.0,180.0,SAE CCS DC fast charge connector,12.0,96.0,100000.0,3MW5P7J01N8C57042,https://ev.com/vehicle/pbpcoh
530E,BMW,30946.0,Medium,2022.0,ALPINE WHITE,BLACK,5.0,21.0,30.0,31198.0,181.0,SAE CCS DC fast charge connector,11.0,96.0,100000.0,WBA13AG02NCJ40156,https://ev.com/vehicle/svf44s
530E,BMW,26946.0,Low,2022.0,ALPINE WHITE,BLACK PERFORATED,5.0,21.0,30.0,30916.0,181.0,SAE CCS DC fast charge connector,11.0,96.0,100000.0,WBA13AG07NCH72458,https://ev.com/vehicle/5vahhn
530E,BMW,30946.0,Medium,2022.0,(Mineral White Metallic),(Black Perforated SensaTec),5.0,21.0,30.0,28031.0,181.0,SAE CCS DC fast charge connector,11.0,96.0,100000.0,WBA13AG05NCJ87097,https://ev.com/vehicle/2tbjyj
X5 Phevxdrive45E,BMW,43576.0,Medium,2022.0,(Black Sapphire Metallic),(Cognac Vernasca Leather),5.0,30.0,30.0,31108.0,282.0,SAE CCS DC fast charge connector,24.0,96.0,100000.0,5UXTA6C02N9M67205,https://ev.com/vehicle/kw2mlt
X5 Phevxdrive50E,BMW,77895.0,High,2026.0,Black Sapphire Metallic,Black Sensafin,5.0,39.0,30.0,-12000.0,308.0,SAE CCS DC fast charge connector,25.7,96.0,100000.0,5UX43EU00T9015130,https://ev.com/vehicle/vcico7
X5 Phevxdrive50E,BMW,78295.0,High,2026.0,Dravit Grey Metallic,Black Sensafin,5.0,39.0,30.0,-12000.0,308.0,SAE CCS DC fast charge connector,25.7,96.0,100000.0,5UX43EU03T9016689,https://ev.com/vehicle/x8w8vl
X5 Phevxdrive50E,BMW,77345.0,High,2026.0,Black Sapphire Metallic,Silverstone Sensafin,5.0,39.0,30.0,-12000.0,308.0,SAE CCS DC fast charge connector,25.7,96.0,100000.0,5UX43EU07T9015223,https://ev.com/vehicle/xserok
I4Edrive40,BMW,59520.0,High,2025.0,Tanzanite Blue II Metallic,Mocha Vernasca Leather,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD01SFU87183,https://ev.com/vehicle/s4bcvf
I4Edrive40,BMW,54770.0,Medium,2025.0,Alpine White,Black Perforated SensaTec,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD02SFV07750,https://ev.com/vehicle/h9d1ah
I4Edrive40,BMW,49720.0,Medium,2025.0,Alpine White,Canberra Beige Perforated Sens,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD02SFV09353,https://ev.com/vehicle/05kd6g
I4Edrive40,BMW,54770.0,Medium,2025.0,Alpine White,Tacora Red Perforated SensaTec,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD02SFV07859,https://ev.com/vehicle/33duq6
I4Edrive40,BMW,54770.0,Medium,2025.0,Alpine White,Black Perforated SensaTec,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD05SFV07712,https://ev.com/vehicle/wb16f8
I4Edrive40,BMW,49720.0,Medium,2025.0,Alpine White,Canberra Beige Perforated Sens,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD06SFV09713,https://ev.com/vehicle/j9e087
I4Edrive40,BMW,55420.0,High,2025.0,Black Sapphire Metallic,Tacora Red Perforated SensaTec,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD08SFV07400,https://ev.com/vehicle/ku3dgi
I4Edrive40,BMW,55970.0,High,2025.0,Portimao Blue Metallic,Canberra Beige Perforated Sens,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD09SFV01329,https://ev.com/vehicle/ctbdc5
I4Edrive40,BMW,50370.0,Medium,2025.0,Cape York Green Metallic,Black Perforated SensaTec,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD0XSFV07544,https://ev.com/vehicle/tisecm
I4M50,BMW,67770.0,High,2025.0,Brooklyn Grey Metallic,Black Vernasca Leather,5.0,267.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY33HD03SFV09415,https://ev.com/vehicle/nyi8jc
I4Edrive40,BMW,50370.0,Medium,2025.0,Skyscraper Grey Metallic,Black Perforated SensaTec,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD02SFV09952,https://ev.com/vehicle/fvzeac
I4Edrive40,BMW,50370.0,Medium,2025.0,Skyscraper Grey Metallic,Black Perforated SensaTec,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD04SFV09788,https://ev.com/vehicle/z95xvy
I4Edrive40,BMW,49720.0,Medium,2025.0,Alpine White,Tacora Red Perforated SensaTec,5.0,318.0,31.0,0.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY23HD0XSFV09925,https://ev.com/vehicle/4mqemr
I5Edrive40,BMW,64035.0,High,2024.0,Black Sapphire Metallic,Black Perforated Veganza,5.0,295.0,30.0,12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY33FK01RCR39284,https://ev.com/vehicle/ymlzjx
I5Edrive40,BMW,62035.0,High,2024.0,Black Sapphire Metallic,Smoke White Perforated Veganza,5.0,295.0,30.0,12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY33FK03RCR81696,https://ev.com/vehicle/hx37ys
I5Edrive40,BMW,59735.0,High,2024.0,Mineral White Metallic,Espr Brown Perforated Veganza,5.0,295.0,30.0,12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY33FK05RCS02153,https://ev.com/vehicle/5vme38
I5Edrive40,BMW,62535.0,High,2024.0,Mineral White Metallic,Black Perforated Veganza,5.0,295.0,30.0,12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY33FK0XRCS03895,https://ev.com/vehicle/lzz7f7
I5Edrive40,BMW,67865.0,High,2025.0,Brooklyn Grey Metallic,M Veganza/Alcantara Black,5.0,295.0,30.0,0.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY33FK04SCU82685,https://ev.com/vehicle/8htmqn
I5Edrive40,BMW,62015.0,High,2025.0,Oxide Grey Met,Black Perforated Veganza,5.0,295.0,30.0,0.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY33FK09SCU83802,https://ev.com/vehicle/0a15in
I5M60,BMW,87865.0,High,2025.0,Frozen Deep Grey,M Veganza/Alcantara Black,5.0,256.0,30.0,0.0,590.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY43FK09SCU81424,https://ev.com/vehicle/b55701
I5M60,BMW,86365.0,High,2025.0,Black Sapphire Metallic,Black/Atlas Gry Merino Leather,5.0,256.0,30.0,0.0,590.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY43FK02SCV14229,https://ev.com/vehicle/neldru
I5M60,BMW,86365.0,High,2025.0,Oxide Grey Met,Black/Atlas Gry Merino Leather,5.0,256.0,30.0,0.0,590.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY43FK07SCV12654,https://ev.com/vehicle/e34wmq
I5Edrive40,BMW,69615.0,High,2026.0,Black Sapphire Metallic,Smoke White Perforated Veganza,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG01TCV04497,https://ev.com/vehicle/3bnphr
I5Edrive40,BMW,65015.0,High,2026.0,Alpine White,Burgundy Red Perforated Veganz,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG03TCV04422,https://ev.com/vehicle/a684wm
I5Edrive40,BMW,67665.0,High,2026.0,Black Sapphire Metallic,Black Perforated Veganza,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG07TCV02107,https://ev.com/vehicle/hgbp2w
I5Edrive40,BMW,64715.0,High,2026.0,Black Sapphire Metallic,Burgundy Red Perforated Veganz,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG08TCU91876,https://ev.com/vehicle/axa5bi
I5Edrive40,BMW,67665.0,High,2026.0,Black Sapphire Metallic,Smoke White Perforated Veganza,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG09TCV02187,https://ev.com/vehicle/ygf6ly
I5Edrive40,BMW,67665.0,High,2026.0,Brooklyn Grey Metallic,Burgundy Red Perforated Veganz,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG00TCV10081,https://ev.com/vehicle/0a492n
I5Edrive40,BMW,69115.0,High,2026.0,Frozen Deep Grey,Burgundy Red Perforated Veganz,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG06TCU94789,https://ev.com/vehicle/gsm2hh
I5Edrive40,BMW,66165.0,High,2026.0,Brooklyn Grey Metallic,Black Perforated Veganza,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG06TCV08903,https://ev.com/vehicle/uz0yfd
I5Edrive40,BMW,67665.0,High,2026.0,Black Sapphire Metallic,Burgundy Red Perforated Veganz,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG09TCV10080,https://ev.com/vehicle/bqf3gt
I5Edrive40,BMW,66480.0,High,2026.0,Alpine White,Black Perforated Veganza,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG04TCV15316,https://ev.com/vehicle/rtdygb
I5Edrive40,BMW,69665.0,High,2026.0,Frozen Deep Grey,Smoke White Perforated Veganza,5.0,295.0,30.0,-12000.0,335.0,SAE CCS DC fast charge connector,84.3,96.0,100000.0,WBY63HG07TCV14175,https://ev.com/vehicle/q6wnpw
I7Edrive50,BMW,100940.0,High,2025.0,Alpine White,Black Extended Merino Leather,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ01SCT24224,https://ev.com/vehicle/l115f7
I7Edrive50,BMW,116665.0,High,2025.0,Black Sapphire Metallic,Black Extended Merino Leather,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ05SCU65071,https://ev.com/vehicle/j5inol
I7Edrive50,BMW,105565.0,High,2025.0,Carbon Black Metallic,Black Extended Merino Leather,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ02SCV04120,https://ev.com/vehicle/k7ti59
I7Xdrive60,BMW,129565.0,High,2025.0,Frozen Deep Grey,Smoke White Extended Merino L,5.0,298.0,34.0,0.0,536.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY53EJ04SCU94193,https://ev.com/vehicle/e6dmrj
I7Edrive50,BMW,111365.0,High,2025.0,Brooklyn Grey Metallic,Smoke White Extended Merino L,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ01SCV13598,https://ev.com/vehicle/4jcumx
I7Edrive50,BMW,105565.0,High,2025.0,Black Sapphire Metallic,Black Extended Merino Leather,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ05SCV11210,https://ev.com/vehicle/svmiuj
I7Edrive50,BMW,105465.0,High,2025.0,Oxide Grey Met,Smoke White Extended Merino L,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ00SCV16220,https://ev.com/vehicle/o4t0u6
I7Xdrive60,BMW,124965.0,High,2025.0,Black Sapphire Metallic,Black Extended Merino Leather,5.0,298.0,34.0,0.0,536.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY53EJ05SCV13642,https://ev.com/vehicle/i0nitr
I7Xdrive60,BMW,124965.0,High,2025.0,Black Sapphire Metallic,Black Extended Merino Leather,5.0,298.0,34.0,0.0,536.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY53EJ08SCV16941,https://ev.com/vehicle/w4qyhn
I7Edrive50,BMW,114965.0,High,2025.0,Frozen Deep Grey,Amarone Extended Merino Leathe,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ00SCV19070,https://ev.com/vehicle/25okjk
I7Edrive50,BMW,105565.0,High,2025.0,Black Sapphire Metallic,Black Extended Merino Leather,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ00SCV23068,https://ev.com/vehicle/pcl6kf
I7Edrive50,BMW,114965.0,High,2025.0,Frozen Deep Grey,Smoke White Extended Merino L,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ02SCV20334,https://ev.com/vehicle/qoblse
I7Edrive50,BMW,105565.0,High,2025.0,Alpine White,Amarone Extended Merino Leathe,5.0,321.0,34.0,0.0,449.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY43EJ06SCV21700,https://ev.com/vehicle/7ufh7o
Ixxdrive50,BMW,87850.0,High,2025.0,Storm Bay Metallic,Black Perforated SensaTec,5.0,305.0,35.0,0.0,516.0,SAE CCS DC fast charge connector,111.5,96.0,100000.0,WB523CF00SCT99885,https://ev.com/vehicle/p8sspa
Ixxdrive50,BMW,79800.0,High,2025.0,Alpine White,Oyster Perforated SensaTec,5.0,324.0,35.0,0.0,516.0,SAE CCS DC fast charge connector,111.5,96.0,100000.0,WB523CF00SCU20007,https://ev.com/vehicle/37h0lz
Ixxdrive60,BMW,96300.0,High,2026.0,Frozen Deep Grey Metallic,Castanea Chestnut Perf Leather,5.0,364.0,30.0,-12000.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB553CF00TCV05170,https://ev.com/vehicle/n979b9
Ixxdrive60,BMW,85300.0,High,2026.0,Black Sapphire Metallic,M Sport Black Sensatec/Atlas G,5.0,364.0,30.0,-12000.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB553CF03TCV05034,https://ev.com/vehicle/a2lsa3
Ixxdrive60,BMW,90750.0,High,2026.0,Storm Bay Metallic,Amido Perforated Leather,5.0,364.0,30.0,-12000.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB553CF07TCV03660,https://ev.com/vehicle/v1m2n3
Ixxdrive45,BMW,65500.0,High,2026.0,Dark Graphite Metallic,Black Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF0XTCV05074,https://ev.com/vehicle/n1715i
Ixxdrive60,BMW,89600.0,High,2026.0,Black Sapphire Metallic,M Sport Black Sensatec/Atlas G,5.0,364.0,30.0,-12000.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB553CF09TCV03689,https://ev.com/vehicle/hr6b8t
Ixxdrive45,BMW,65500.0,High,2026.0,Black Sapphire Metallic,Black Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF03TCV08690,https://ev.com/vehicle/d3157b
Ixxdrive45,BMW,65500.0,High,2026.0,Alpine White,Black Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF05TCV07315,https://ev.com/vehicle/v99ps4
Ixxdrive45,BMW,67695.0,High,2026.0,Dark Graphite Metallic,Oyster Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF06TCV13981,https://ev.com/vehicle/fg5axe
Ixxdrive45,BMW,67300.0,High,2026.0,Dark Graphite Metallic,Oyster Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF05TCV08691,https://ev.com/vehicle/jf1aug
Ixxdrive45,BMW,67300.0,High,2026.0,Alpine White,Mocha Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF07TCV07316,https://ev.com/vehicle/mdbamv
Ixxdrive45,BMW,67300.0,High,2026.0,Black Sapphire Metallic,Oyster Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF07TCV08692,https://ev.com/vehicle/a4wdpj
Ixxdrive45,BMW,69250.0,High,2026.0,Storm Bay Metallic,Black Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF08TCV06420,https://ev.com/vehicle/fkigbw
Ixxdrive45,BMW,67300.0,High,2026.0,Black Sapphire Metallic,Black Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF09TCV08693,https://ev.com/vehicle/76576l
Ixxdrive60,BMW,92700.0,High,2026.0,Alpine White,Castanea Chestnut Perf Leather,5.0,364.0,30.0,-12000.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB553CF05TCV07268,https://ev.com/vehicle/jisj7x
Ixxdrive45,BMW,72245.0,High,2026.0,Storm Bay Metallic,Black Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF01TCV19378,https://ev.com/vehicle/b2p4j0
Ixxdrive45,BMW,69645.0,High,2026.0,Tanzanite Blue II Metallic,Black Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF01TCV22071,https://ev.com/vehicle/nynv5y
Ixxdrive45,BMW,67695.0,High,2026.0,Alpine White,Black Perforated SensaTec,5.0,312.0,30.0,-12000.0,402.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB543CF0XTCV19377,https://ev.com/vehicle/pdhshj
Ixxdrive60,BMW,81195.0,High,2026.0,Storm Bay Metallic,Black Perforated SensaTec,5.0,364.0,30.0,-12000.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB553CF00TCV19375,https://ev.com/vehicle/jtzamy
Ixxdrive60,BMW,81195.0,High,2026.0,Storm Bay Metallic,Black Perforated SensaTec,5.0,364.0,30.0,-12000.0,536.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WB553CF05TCV20733,https://ev.com/vehicle/uzdm2o
M5,BMW,124980.0,High,2025.0,Isle of Man Green Met,Orange/Black Ext Merino Leathe,5.0,25.0,30.0,0.0,577.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WBS83GV05SCU50832,https://ev.com/vehicle/enzml2
M5,BMW,141400.0,High,2025.0,Frozen Deep Grey,Silver/Black Ext Merino Leathe,5.0,25.0,30.0,0.0,577.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,WBS83FK0XSCU52137,https://ev.com/vehicle/xl0vh0
X5 Phevxdrive50E,BMW,84070.0,High,2025.0,Brooklyn Grey Metallic,Black Extended Merino Leather,5.0,39.0,30.0,0.0,308.0,SAE CCS DC fast charge connector,25.7,96.0,100000.0,5UX43EU00S9000657,https://ev.com/vehicle/snmiqd
I3S120Ah,BMW,2895.0,Low,2019.0,White,Deka Dark,4.0,153.0,42.0,37481.0,181.0,SAE CCS DC fast charge connector,42.2,96.0,100000.0,WBY8P6C52K7D52176,https://ev.com/vehicle/rvqty7
I4M50,BMW,67670.0,High,2025.0,Vegas Red Metallic,Black,5.0,267.0,31.0,1.0,335.0,SAE CCS DC fast charge connector,83.9,96.0,100000.0,WBY33HD04SFU78112,https://ev.com/vehicle/vo7kf8
I7Xdrive60,BMW,124715.0,High,2025.0,Tanzanite Blue II Metallic,Mocha,5.0,298.0,34.0,1.0,536.0,SAE CCS DC fast charge connector,105.7,96.0,100000.0,WBY53EJ04SCU83369,https://ev.com/vehicle/uk8fuh
Escalade Iqsport 2 Awd,Cadillac,149410.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,0.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL3SU109194,https://ev.com/vehicle/rqtdlp
Escalade Iqluxury 1 Awd,Cadillac,126130.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,0.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTECKL7SU109195,https://ev.com/vehicle/m45qzs
Escalade Iqsport 2 Awd,Cadillac,141910.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,0.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL2SU107713,https://ev.com/vehicle/qluk64
Lyriqluxury W/1Sc,Cadillac,44455.0,Medium,2025.0,Crystal White Tricoat,Noir with Santorini Blue accents,5.0,314.0,32.0,5.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPNRK7SZ307678,https://ev.com/vehicle/838ctb
Optiqsport,Cadillac,38490.0,Medium,2025.0,White,Noir Inteluxe Seats,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3EMR4SS202125,https://ev.com/vehicle/q252k9
Vistiqsport,Cadillac,62065.0,High,2026.0,Unknown,Unknown,7.0,300.0,30.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML4TZ703262,https://ev.com/vehicle/txg3ln
Vistiqsport,Cadillac,62065.0,High,2026.0,Unknown,Unknown,7.0,300.0,30.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML7TZ703286,https://ev.com/vehicle/6qqdko
Escalade Iqluxury 1 Awd,Cadillac,126130.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,0.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTECKL3SU109002,https://ev.com/vehicle/hhxfiw
Escalade Iqsport 1 Awd,Cadillac,124380.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,0.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKLXSU108134,https://ev.com/vehicle/toytgk
Lyriqv-Series W/1Sv,Cadillac,63485.0,High,2026.0,Unknown,Unknown,5.0,291.0,32.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYXPZRL6TZ600401,https://ev.com/vehicle/u34knq
Lyriqv-Series W/1Sv,Cadillac,62890.0,High,2026.0,Unknown,Unknown,5.0,291.0,32.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYXPZRL4TZ600400,https://ev.com/vehicle/5yrjcg
Lyriqsport W/1Sf,Cadillac,44355.0,Medium,2025.0,Black,Noir W Santorini Blu,5.0,314.0,32.0,2.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPURK5SZ311576,https://ev.com/vehicle/j33619
Optiqsport,Cadillac,43560.0,Medium,2025.0,Black,Noir,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3EMRXSS158552,https://ev.com/vehicle/so0l6h
Escalade Iqsport 2 Awd,Cadillac,141015.0,High,2025.0,White,Harbor Blue,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL2SU108151,https://ev.com/vehicle/74ixcx
Escalade Iqluxury 2 Awd,Cadillac,142334.0,High,2025.0,Unknown,Harbor Blue,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEDKL2SU108378,https://ev.com/vehicle/zz3uss
Lyriqsport W/1Sk,Cadillac,59055.0,High,2024.0,Opulent Blue Metallic,Noir with Santorini Blue accents,5.0,307.0,32.0,5.0,340.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPWRL5RZ133361,https://ev.com/vehicle/jy6u5h
Lyriqsport W/1Sf,Cadillac,44355.0,Medium,2025.0,Black,Noir W Santorini Blu,5.0,314.0,32.0,2.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPURK2SZ311499,https://ev.com/vehicle/yuwflh
